"Mês","","Variável",""
"setembro 2002","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2002","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2002","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2002","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2003","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2003","Brasil","Custo médio m² - moeda corrente","..."
"março 2003","Brasil","Custo médio m² - moeda corrente","..."
"abril 2003","Brasil","Custo médio m² - moeda corrente","..."
"maio 2003","Brasil","Custo médio m² - moeda corrente","..."
"junho 2003","Brasil","Custo médio m² - moeda corrente","..."
"julho 2003","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2003","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2003","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2003","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2003","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2003","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2004","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2004","Brasil","Custo médio m² - moeda corrente","..."
"março 2004","Brasil","Custo médio m² - moeda corrente","..."
"abril 2004","Brasil","Custo médio m² - moeda corrente","..."
"maio 2004","Brasil","Custo médio m² - moeda corrente","..."
"junho 2004","Brasil","Custo médio m² - moeda corrente","..."
"julho 2004","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2004","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2004","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2004","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2004","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2004","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2005","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2005","Brasil","Custo médio m² - moeda corrente","..."
"março 2005","Brasil","Custo médio m² - moeda corrente","..."
"abril 2005","Brasil","Custo médio m² - moeda corrente","..."
"maio 2005","Brasil","Custo médio m² - moeda corrente","..."
"junho 2005","Brasil","Custo médio m² - moeda corrente","..."
"julho 2005","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2005","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2005","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2005","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2005","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2005","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2006","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2006","Brasil","Custo médio m² - moeda corrente","..."
"março 2006","Brasil","Custo médio m² - moeda corrente","..."
"abril 2006","Brasil","Custo médio m² - moeda corrente","..."
"maio 2006","Brasil","Custo médio m² - moeda corrente","..."
"junho 2006","Brasil","Custo médio m² - moeda corrente","..."
"julho 2006","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2006","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2006","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2006","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2006","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2006","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2007","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2007","Brasil","Custo médio m² - moeda corrente","..."
"março 2007","Brasil","Custo médio m² - moeda corrente","..."
"abril 2007","Brasil","Custo médio m² - moeda corrente","..."
"maio 2007","Brasil","Custo médio m² - moeda corrente","..."
"junho 2007","Brasil","Custo médio m² - moeda corrente","..."
"julho 2007","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2007","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2007","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2007","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2007","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2007","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2008","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2008","Brasil","Custo médio m² - moeda corrente","..."
"março 2008","Brasil","Custo médio m² - moeda corrente","..."
"abril 2008","Brasil","Custo médio m² - moeda corrente","..."
"maio 2008","Brasil","Custo médio m² - moeda corrente","..."
"junho 2008","Brasil","Custo médio m² - moeda corrente","..."
"julho 2008","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2008","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2008","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2008","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2008","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2008","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2009","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2009","Brasil","Custo médio m² - moeda corrente","..."
"março 2009","Brasil","Custo médio m² - moeda corrente","..."
"abril 2009","Brasil","Custo médio m² - moeda corrente","..."
"maio 2009","Brasil","Custo médio m² - moeda corrente","..."
"junho 2009","Brasil","Custo médio m² - moeda corrente","..."
"julho 2009","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2009","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2009","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2009","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2009","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2009","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2010","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2010","Brasil","Custo médio m² - moeda corrente","..."
"março 2010","Brasil","Custo médio m² - moeda corrente","..."
"abril 2010","Brasil","Custo médio m² - moeda corrente","..."
"maio 2010","Brasil","Custo médio m² - moeda corrente","..."
"junho 2010","Brasil","Custo médio m² - moeda corrente","..."
"julho 2010","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2010","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2010","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2010","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2010","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2010","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2011","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2011","Brasil","Custo médio m² - moeda corrente","..."
"março 2011","Brasil","Custo médio m² - moeda corrente","..."
"abril 2011","Brasil","Custo médio m² - moeda corrente","..."
"maio 2011","Brasil","Custo médio m² - moeda corrente","..."
"junho 2011","Brasil","Custo médio m² - moeda corrente","..."
"julho 2011","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2011","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2011","Brasil","Custo médio m² - moeda corrente","..."
"outubro 2011","Brasil","Custo médio m² - moeda corrente","..."
"novembro 2011","Brasil","Custo médio m² - moeda corrente","..."
"dezembro 2011","Brasil","Custo médio m² - moeda corrente","..."
"janeiro 2012","Brasil","Custo médio m² - moeda corrente","..."
"fevereiro 2012","Brasil","Custo médio m² - moeda corrente","..."
"março 2012","Brasil","Custo médio m² - moeda corrente","..."
"abril 2012","Brasil","Custo médio m² - moeda corrente","..."
"maio 2012","Brasil","Custo médio m² - moeda corrente","..."
"junho 2012","Brasil","Custo médio m² - moeda corrente","..."
"julho 2012","Brasil","Custo médio m² - moeda corrente","..."
"agosto 2012","Brasil","Custo médio m² - moeda corrente","..."
"setembro 2012","Brasil","Custo médio m² - moeda corrente (Reais)","847.18"
"outubro 2012","Brasil","Custo médio m² - moeda corrente (Reais)","850.06"
"novembro 2012","Brasil","Custo médio m² - moeda corrente (Reais)","851.96"
"dezembro 2012","Brasil","Custo médio m² - moeda corrente (Reais)","855.64"
"janeiro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","857.21"
"fevereiro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","863.46"
"março 2013","Brasil","Custo médio m² - moeda corrente (Reais)","865.03"
"abril 2013","Brasil","Custo médio m² - moeda corrente (Reais)","870.97"
"maio 2013","Brasil","Custo médio m² - moeda corrente (Reais)","826.34"
"junho 2013","Brasil","Custo médio m² - moeda corrente (Reais)","890.76"
"julho 2013","Brasil","Custo médio m² - moeda corrente (Reais)","835.95"
"agosto 2013","Brasil","Custo médio m² - moeda corrente (Reais)","840.76"
"setembro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","845.31"
"outubro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","849.07"
"novembro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","852.62"
"dezembro 2013","Brasil","Custo médio m² - moeda corrente (Reais)","860.10"
"janeiro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","864.01"
"fevereiro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","867.83"
"março 2014","Brasil","Custo médio m² - moeda corrente (Reais)","873.20"
"abril 2014","Brasil","Custo médio m² - moeda corrente (Reais)","877.19"
"maio 2014","Brasil","Custo médio m² - moeda corrente (Reais)","886.51"
"junho 2014","Brasil","Custo médio m² - moeda corrente (Reais)","891.73"
"julho 2014","Brasil","Custo médio m² - moeda corrente (Reais)","896.88"
"agosto 2014","Brasil","Custo médio m² - moeda corrente (Reais)","901.50"
"setembro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","902.94"
"outubro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","905.65"
"novembro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","907.43"
"dezembro 2014","Brasil","Custo médio m² - moeda corrente (Reais)","913.32"
"janeiro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","915.22"
"fevereiro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","916.85"
"março 2015","Brasil","Custo médio m² - moeda corrente (Reais)","918.95"
"abril 2015","Brasil","Custo médio m² - moeda corrente (Reais)","923.58"
"maio 2015","Brasil","Custo médio m² - moeda corrente (Reais)","935.20"
"junho 2015","Brasil","Custo médio m² - moeda corrente (Reais)","942.00"
"julho 2015","Brasil","Custo médio m² - moeda corrente (Reais)","948.46"
"agosto 2015","Brasil","Custo médio m² - moeda corrente (Reais)","955.12"
"setembro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","957.63"
"outubro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","960.17"
"novembro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","962.84"
"dezembro 2015","Brasil","Custo médio m² - moeda corrente (Reais)","963.39"
"janeiro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","968.70"
"fevereiro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","976.82"
"março 2016","Brasil","Custo médio m² - moeda corrente (Reais)","984.81"
"abril 2016","Brasil","Custo médio m² - moeda corrente (Reais)","989.37"
"maio 2016","Brasil","Custo médio m² - moeda corrente (Reais)","997.60"
"junho 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1007.75"
"julho 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1009.76"
"agosto 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1012.16"
"setembro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1014.80"
"outubro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1021.25"
"novembro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1022.26"
"dezembro 2016","Brasil","Custo médio m² - moeda corrente (Reais)","1027.30"
"janeiro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1031.21"
"fevereiro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1033.16"
"março 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1037.96"
"abril 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1039.54"
"maio 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1042.69"
"junho 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1046.68"
"julho 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1052.75"
"agosto 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1055.18"
"setembro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1057.99"
"outubro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1059.68"
"novembro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1064.76"
"dezembro 2017","Brasil","Custo médio m² - moeda corrente (Reais)","1066.68"
"janeiro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1069.61"
"fevereiro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1072.87"
"março 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1074.41"
"abril 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1077.16"
"maio 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1083.13"
"junho 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1089.46"
"julho 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1095.09"
"agosto 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1099.01"
"setembro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1103.98"
"outubro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1108.75"
"novembro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1111.41"
"dezembro 2018","Brasil","Custo médio m² - moeda corrente (Reais)","1113.88"
"janeiro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1118.60"
"fevereiro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1120.99"
"março 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1126.82"
"abril 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1130.67"
"maio 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1131.89"
"junho 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1135.88"
"julho 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1143.65"
"agosto 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1148.65"
"setembro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1152.87"
"outubro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1155.01"
"novembro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1156.31"
"dezembro 2019","Brasil","Custo médio m² - moeda corrente (Reais)","1158.81"
"janeiro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1162.24"
"fevereiro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1165.13"
"março 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1169.15"
"abril 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1172.05"
"maio 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1174.02"
"junho 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1175.62"
"julho 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1181.41"
"agosto 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1191.84"
"setembro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1209.02"
"outubro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1229.72"
"novembro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1252.10"
"dezembro 2020","Brasil","Custo médio m² - moeda corrente (Reais)","1276.40"
"janeiro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1301.84"
"fevereiro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1319.18"
"março 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1338.35"
"abril 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1363.41"
"maio 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1387.73"
"junho 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1421.87"
"julho 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1448.78"
"agosto 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1463.11"
